Year,TOR event location types,Location: Residence,"Location: Street, highway, motorway",Location: Outdoor public area,Location: Police premises,Location: Police vehicle,Location: Commercial Property,Location: Non-Police vehicle,Location: Gang premises,Location: Other,Subject Known,Age Group,Subject Gender,Ethnicity recode,RF: History of carrying weapons,RF: History of violence against police,RF: History of violence against non-police,RF: Alcohol,RF: Drugs,RF: 1M,RF: Distressed (Not 1M),RF: Suicidal,RF: Excited Delirium,RF: Medical,RF: Other,Subject Armed,RECODE: Subject Armed,RECODE: Subject Weapon,Tactics Used,Overall Behaviour - Threaten Police,Overall Behaviour - Threaten Non-Police,Overall Behaviour - Violence Towards Police,Overall Behaviour - Violence Towards Non-Police,Overall Behaviour - Weapon Used Against Police,Overall Behaviour - Spit blood/saliva at Police,Overall Behaviour - Other,Communication Usage count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Effect,HC-Restraints: Usage Count,HC: Not reportable,HCwP&R Usage Count,Spithood Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Handcuff Type,HC-Restraints 1: Technique,Recode HC-R 1 type,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: HandcuffType,HC-Restraints 2: Technique,Recode HC-R 2 type,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: HandcuffType,HC-Restraints 3: Technique,Recode HC-R 3 type,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Effect,Taser: Usage Count,TASER Deployments,Show or Discharge?,Presentation,Laser painting,Arcing,No of Discharge w Probes,No of Contact Stuns,Highest Deployment mode,Total Cycles,Taser 1: PCA,Taser 1: Type,Taser 1: Deployment Method,Taser 1: Number of dischagres with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Deployment Method,Taser 2: Number of dischagres with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Deployment Method,Taser 3: Number of dischagres with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Firearm: Usage Count,All Firearm deployments,Highest Firerm Deployment,Firearm 1: PCA,Firearm 1: Firearm Type,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Effect,Recode: Incident Type,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,All PCAs,Highest PCA,Charge Categories,1000,2000,3000,4000,5000,6000,A-W Traffic,Total Charge Categories
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,17-20,Male,Māori,,,,1,,,1,,,,,No Weapon,No,,"Taser
Communication
",,,,1,,,,1,Assaultive,Outdoor public area,Immediate and sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Outdoor public area,Poor visibility,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,No,,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Passive Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,3,"LEye, REye, LEar, LCheek, Lips",Outdoor public area,Dry ground,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,"Outdoor public areaOutdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,31-40,Male,Asian,1,,,,,1,,,,,,Had Weapon but Not Used,Yes,Bludgeoning weapon,"Communication
Taser
",,,,,,,1,1,Passive Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Passive Resistant,X26 with camera,Laser Painting,-,-,-,-,-,"Outdoor public area
Street/Highway/Motorway","Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantPassive Resistant,Passive Resistant,1700,1,0,0,0,0,0,0,1
2018,ResidenceResidenceResidenceOutdoor public area,1,,1,,,,,,,Yes,31-40,Male,Māori,,,,,,,1,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
OC Spray
Empty Hand
",1,,1,,,,,1,Assaultive,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate but not sufficient,,,,,,,,,,,,,1,Assaultive,1,"Forehead, REyeBrow, REar",Residence,"Good visibility
Dry ground
Calm",Immediate but not sufficient,,,,,,,,,,,,,1,Assaultive,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultiveAssaultive,Assaultive,"3500, 4100, 5100",0,0,1,1,1,0,0,3
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,1,,,,,,,,,,,Had Weapon and Used,Yes,Bludgeoning weapon,"Communication
Firearm
",,,,,1,,,1,GBH,Street/Highway/Motorway,Delayed but sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Immediate and sufficient,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,GBHGBH,GBH,"3500, 3800, 5100",0,0,2,0,1,0,0,3
2018,ResidenceResidence,1,,,,,,,,,Yes,31-40,Male,Māori,,1,1,,,,1,,,,,No Weapon,No,,"Communication
OC Spray
",1,,,,,,,1,Assaultive,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,3,"REyeBrow, REar, RCheek, Chin",Residence,"Good visibility
Dry ground
Calm
Static obstacles
Potential cross-fire/contamination",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,"Outdoor public areaOutdoor public area
Street/Highway/MotorwayOutdoor public area
Other",,1,1,,,,,,1,Yes,41-50,Male,European,1,,,1,1,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
",1,1,1,,,,,1,Assaultive,Outdoor public area,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,"Outdoor public area
Street/Highway/Motorway",Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Outdoor public area
Other",Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,1,Empty Hand,Face,Head injury,Medical,Medical,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultive,Assaultive,"1700, 3800",1,0,1,0,0,0,0,2
2018,Street/Highway/MotorwayOutdoor public area,,1,1,,,,,,,Yes,17-20,Male,Māori,,,,,,,,,,,,No Weapon,No,,"Communication
Firearm
",,,,,,,1,1,Cooperative,Street/Highway/Motorway,Immediate and sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Cooperative,Glock 17 Handgun,Presentation only,,,Outdoor public area,Yes,Immediate and sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,CooperativeCooperative,Cooperative,6800,0,0,0,0,0,1,0,1
2018,ResidenceResidence,1,,,,,,,,,Yes,21-30,Male,Māori,1,1,1,1,1,,,,1,,,No Weapon,No,,"Communication
Empty Hand
",1,1,,,,,,1,Passive Resistant,Residence,Delayed and not sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,1,Empty Hand,RShldr-front,Other,Hospital,Hospital,,,,,,,,,,,,,,,,Passive ResistantActive Resistant,Active Resistant,"3200, 3500",0,0,2,0,0,0,0,2
2018,ResidenceResidence,1,,,,,,,,,Yes,17-20,Male,European,1,,,,,,,,,,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Residence,Opposite effect of that intended,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,1,Dog,LArm-back,Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,4100,0,0,0,1,0,0,0,1
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,No,,Male,Māori,,,,,,,,,,,,No Weapon,No,,"Communication
OC Spray
",,,,1,,,,1,GBH,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,GBH,5,"LEye, REye",Outdoor public area,"Good visibility
Dry ground
Windy",Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,Face,Self,Other,,GBHGBH,GBH,Nil,0,0,0,0,0,0,0,0
2018,ResidenceOutdoor public area,1,,1,,,,,,,Yes,21-30,Male,Māori,,,,,,,1,,,,,No Weapon but Believed,No,,"Communication
Taser
",,,,,,,1,1,Active Resistant,Residence,Delayed but sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Outdoor public area,"Poor visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultive,Assaultive,"5100, 7100",0,0,0,0,1,0,0,1
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,61+,Male,European,,1,,,,,,,,,,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",,,,1,,,1,1,Passive Resistant,Outdoor public area,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,Outdoor public area,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,1,Handcuffs-Restraints,RShldr-back,Scrape/abrasion(not cut/laceration),Nil,Nil,,,,,,,,,,,Yes,RArm-front,Nil,Police,Wrestle/Headlock Police,Passive ResistantActive ResistantPassive Resistant,Active Resistant,"1600, 4300",1,0,0,1,0,0,0,2
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,31-40,Male,Māori,,1,,,,1,,,,,,No Weapon,No,,"Communication
OC Spray
",1,,1,,,,,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,4,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,Yes,Face,Nil,Subject,Punch/Strike Police,Active ResistantAssaultive,Assaultive,"1500, 1600, 3500",2,0,1,0,0,0,0,3
2018,"Outdoor public area
Street/Highway/MotorwayOutdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,31-40,Male,Māori,1,1,1,,,,,,,,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,"Outdoor public area
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,"Outdoor public area
Street/Highway/Motorway",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2w - arrest warrant (other),1,Dog,"RThigh-front
RThigh-back
Buttock",Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"7900, A-W Traffic Offences",0,0,0,0,0,0,1,1
2018,Police Cell,,,,1,,,,,,Yes,41-50,Female,European,,,,1,1,1,,1,,1,,No Weapon,No,,"Handcuffs-Restraints
",,,,,,,1,0,,,,1,,1,0,Active Resistant,Restraint chair (trial only),without pain compliance,Restraint chair (trial only),Police Cell,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x - threaten/attempt suicide,0,,,,,,,,,,,,,,,,,,,,,Active Resistant,Active Resistant,Nil,0,0,0,0,0,0,0,0
2018,Police CarPolice Car,,,,,1,,,,,Yes,21-30,Male,Māori,,,,,,,1,,,,1,No Weapon,No,,"Empty Hand
Handcuffs-Restraints
",1,,1,,,,,0,,,,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Police Car,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,1,Empty Hand,Face,Other,Medical,Nil,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1700, 3500",1,0,1,0,0,0,0,2
2018,"Non-Police Vehicle
Outdoor public area",,,1,,,,1,,,Yes,31-40,Male,Māori,,,,,1,,,,,,,No Weapon,No,,"Taser
",,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presented  ,Show,Yes,No,No,0,0,Presentation,0,Active Resistant,X2,Presented,-,-,-,-,-,"Non-Police Vehicle
Outdoor public area",Poor visibility,No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Active Resistant,Active Resistant,"3100, 5900",0,0,1,0,1,0,0,2
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,31-40,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
Empty Hand
Taser
Empty Hand
",,,1,,,,1,1,Assaultive,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Street/Highway/Motorway,Nil,Active Resistant,Street/Highway/Motorway,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Good visibility
Dry ground
Calm",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveActive ResistantAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Residence,1,,,,,,,,,Yes,51-60,Female,Māori,,,,,,1,,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Taser
",1,,,,1,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,GBH,X2,Laser Painting,0,0,-,-,-,Residence,"Good visibility
Dry ground
Calm",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,GBH,GBH,Nil,0,0,0,0,0,0,0,0
2018,"OtherOutdoor public area
Other",,,1,,,,,,1,Yes,31-40,Male,European,,,,1,,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
",1,,,,,,1,1,Active Resistant,Other,Nil,1,,1,0,Active Resistant,Metal handcuffs,with pain compliance,PC - Metal handcuffs,"Outdoor public area
Other",Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5o - operations/security/special events,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,3500,0,0,1,0,0,0,0,1
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,17-20,Male,European,,,,1,,,,,,,,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",1,,1,,,1,,1,Assaultive,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,1,Other - not tactic,Face,Minor cut/laceration(s),Nil,Nil,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Commercial PropertyCommercial PropertyCommercial PropertyCommercial PropertyCommercial PropertyCommercial PropertyCommercial Property,,,,,,1,,,,Yes,21-30,Female,European,,,,1,1,,1,,1,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
Communication
Empty Hand
OC Spray
Handcuffs-Restraints
Handcuffs-Restraints
",1,,1,,,1,,2,Assaultive,Commercial Property,Nil,3,,2,1,Assaultive,Metal handcuffs,with pain compliance,PC - Metal handcuffs,Commercial Property,Nil,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Commercial Property,Immediate and sufficient,Passive Resistant,Spit hood,,Spit hood,Commercial Property,Immediate and sufficient,1,Assaultive,8,"Hair, Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose, Lips, Chin",Commercial Property,"Good visibility
Dry ground
Calm
Static obstacles
Potential cross-fire/contamination",Nil,,,,,,,,,,,,,2,Assaultive,Commercial Property,Delayed and not sufficient,Assaultive,Commercial Property,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultivePassive ResistantAssaultiveAssaultiveAssaultive,Assaultive,1500,1,0,0,0,0,0,0,1
2018,ResidenceResidencePolice Car,1,,,,1,,,,,Yes,17-20,Female,European,,,,1,,,1,,,,1,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
",,,1,1,,1,,1,Active Resistant,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,Yes,Face,Nil,Subject,Spit blood/Saliva at Police,Active ResistantAssaultiveAssaultive,Assaultive,1600,1,0,0,0,0,0,0,1
2018,"Street/Highway/MotorwayOutdoor public area
Street/Highway/MotorwayOutdoor public area",,1,1,,,,,,,Yes,21-30,Male,Māori,,,,1,,,1,,,,,No Weapon but Believed,No,,"Communication
Empty Hand
Empty Hand
",1,,1,,,,1,1,GBH,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GBH,"Outdoor public area
Street/Highway/Motorway",Immediate and sufficient,Assaultive,Outdoor public area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,,,,,,GBHGBHAssaultive,GBH,A-W Traffic Offences,0,0,0,0,0,0,1,1
2018,ResidenceResidence,1,,,,,,,,,Yes,31-40,Female,Māori,,,,,,1,,1,,,,No Weapon,No,,"Communication
Empty Hand
",,,1,,,,,1,Assaultive,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,1,Empty Hand,Face,Minor cut/laceration(s),Nil,Nil,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1600, 3500",1,0,1,0,0,0,0,2
2018,Police Cell,,,,1,,,,,,Yes,21-30,Male,European,,,,,,,,1,,,,No Weapon,No,,"Empty Hand
",,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Police Cell,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,1,Empty Hand,"RHand-front
LHand-front
LShldr-back
RShldr-back
UpperBack
LowerBack",Minor cut/laceration(s),Nil,Nil,,,,,,,,,,,,,,,,Active Resistant,Active Resistant,3500,0,0,1,0,0,0,0,1
